what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1333363450593
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1333363450595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333363474732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1333363475242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333363476978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333363477411
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333363651154
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1333363654343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333363658176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333363661003
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1333363697059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333363908516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333363924336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333363925231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365357756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365361466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365538264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365541166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365542741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365543886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365545605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365548239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333365560319
