what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1333314615796
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1333314618054
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1333314618055
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1333314618064
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1333314618065
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1333314618136
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1333314618183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314624905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314630108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1333314630124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1333314630124
started,bundle,org.eclipse.ant.core,3.2.302.v20120110-1739,"org.eclipse.ant.core",1333314630140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314630543
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1333314630613
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1333314630711
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1333314630730
started,bundle,org.eclipse.equinox.p2.director.app,1.0.300.v20111126-0153,"org.eclipse.equinox.p2.director.app",1333314630765
started,bundle,org.eclipse.emf.ant,2.7.0.v20120130-0943,"org.eclipse.emf.ant",1333314630766
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1333314630771
started,bundle,org.eclipse.emf.converter,2.5.0.v20120130-0943,"org.eclipse.emf.converter",1333314630774
started,bundle,org.eclipse.emf.importer,2.6.0.v20120130-0943,"org.eclipse.emf.importer",1333314630774
started,bundle,org.eclipse.emf.importer.rose,2.6.0.v20120130-0943,"org.eclipse.emf.importer.rose",1333314630775
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1333314630777
started,bundle,org.eclipse.emf.importer.ecore,2.6.0.v20120130-0943,"org.eclipse.emf.importer.ecore",1333314630778
started,bundle,org.eclipse.equinox.p2.repository.tools,2.0.100.v20110815-1438,"org.eclipse.equinox.p2.repository.tools",1333314630779
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1333314630781
started,bundle,org.eclipse.emf.importer.java,2.6.0.v20120130-0943,"org.eclipse.emf.importer.java",1333314630782
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1333314630784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314636504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314638198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314643526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314647491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314657115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314657914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314659534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314659538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314682076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314682807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314706899
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333314708718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314709791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314714991
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314716182
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333314735147
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314753879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314753944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314770875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314805180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333314808339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333314810756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333314824821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333314827177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333314828663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333314831982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333314832595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333314844837
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314845803
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314853470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333314894943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333314896578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333314898987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333314937625
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333314946527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314949261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314973021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314973301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314976160
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333314977334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314978162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314988660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333314989930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314992459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333314998257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315000716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315001772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333315024547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1333315030467
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1333315032650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315035273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315043462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315045818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315060722
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1333315061584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315066248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315073659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315085398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315104302
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315107263
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315108272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315117869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315126904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333315175179
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333315179044
